status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,gmp_category,is_class_1
Terminated,Phoenix,AZ,United States,Class II,{},Drugs,86343,RLC Labs Inc.,1850 E Riverview Dr,,85034-6703,Voluntary: Firm initiated,E-Mail,Nationwide in the United States,D-1609-2020,"WP Thyroid, Westhroid Pure, 1 Grain (65 mg) Thyroid USP, packaged in a) 1,000 Tablets, NDC 64727-5750-2 ; b) 30 Tablets, NDC 64727-5750-4; c) 60 Tablets, NDC 64727-5750-5; d) 90 Tablets, NDC 64727-5750-6; e) 100 Tablets, NDC 64727-5750-1; Rx only, Manufactured by: RLC Labs Phoenix, AZ 85034",,CGMP Deviations: manufactured under the same conditions as those found to be subpotent.,20200825.0,20200924.0,20231108.0,20200923.0,All lots with expiry between 10/2020-07/2023,,④ 품질규격 미달,0
Terminated,New Paltz,NY,United States,Class III,{},Drugs,88843,Ultra Seal Corporation,521 Main St,,12561-1609,Voluntary: Firm initiated,Letter,Nationwide in the USA.,D-0075-2022,"Advance Formula Pain Reliever (Acetaminophen 250 mg/Aspirin 250 mg/Caffeine 65 mg) tablets, 2 tablets Per Packet, Packaged in 12,000 Packets/Case, PO# 007564-00, Item# 1170, Mfg. for: Advanced First Aid, Baltimore, MD 21237; American Safety & First Aid, Osceola, IN 46561 (Shipping Label)","991,310 tablets",Failed Stability Specifications: Out-of-Specification results observed for Aspirin related compound Salicylic Acid.,20211013.0,20211026.0,20220328.0,20211103.0,"Lot #: AK-9457, exp. date 22-Jan; AK-9521, exp. date 22-Mar; AK-9959, exp. date 22-Dec; AK-1017, exp. date 23-Jan",,④ 품질규격 미달,0
Terminated,Parsippany,NJ,United States,Class III,{},Drugs,65881,Actavis Inc,400 Interpace Pkwy,,07054-1120,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-855-2013,"BuPROPion Hydrochloride Extended-Release Tablets (XL), 300 mg, 30-count tablets per bottle, Rx only, Distributed by: Actavis South Atlantic, LLC, Sunrise, FL 33325; Packaged by: American Health Packaging, Columbus, OH 43217, NDC 67767-142-30, UPC 3 67767-142-30 6.","15,132 bottles",Failed Dissolution Specifications: Dissolution test results at 8 hour time-point were above approved specification limits.,20130731.0,20130808.0,20140509.0,20130814.0,"Lot #: CG2D18A, Exp 06/14",,④ 품질규격 미달,0
Terminated,Louisville,KY,United States,Class II,{},Drugs,88733,New Vitalis Pharmacy LLC dba New Vitalis Pharmacy,4139 Cadillac Ct Ste 201,,40213-1578,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0899-2021,"Testosterone Cypionate Testosterone Propionate, 180mg/mL, 20mg/mL, 1 mL  vial, Rx only, New Vitalis Pharmacy 4139 Cadillac Ct # 201 Louisville, KY 40213","1,347 vials",Lack of Assurance of Sterility,20210922.0,20210930.0,20240512.0,20211006.0,"Lot, expiry: Lot #AL07202021@901, Exp 9/18/21; Lot #AL07272021@901, Exp 9/25/21; Lot #AL08032021@901, Exp 10/2/21; Lot #AL08102021@901, Exp 10/9/21; Lot #AL08172021@901, Exp 10/16/21; Lot #AL08242021@901, Exp 10/23/21",,① 무균보증실패,0
Terminated,Framingham,MA,United States,Class II,{},Drugs,63305,New England Compounding Center,697 Waverly St,,01702-8589,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-117-2013,"Glycerin 100% PF, 1mL, 2 mL, and 5 mL vials, manufactured by New England Compounding Center, Framingham, MA",165 vials,Lack of Assurance of Sterility,20120926.0,20121231.0,20161007.0,20130109.0,All lot codes,,① 무균보증실패,0
Ongoing,Piscataway,NJ,United States,Class II,"{'application_number': ['ANDA203835'], 'brand_name': ['LOSARTAN POTASSIUM'], 'generic_name': ['LOSARTAN POTASSIUM'], 'manufacturer_name': ['Camber Pharmaceuticals, Inc.'], 'product_ndc': ['31722-700', '31722-701', '31722-702'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['LOSARTAN POTASSIUM'], 'rxcui': ['979480', '979485', '979492'], 'spl_id': ['40b34aeb-20b5-4200-e063-6394a90a96e9'], 'spl_set_id': ['cafd54e8-42a8-474c-8ea8-49ec74c2b0d3'], 'package_ndc': ['31722-700-30', '31722-700-60', '31722-700-90', '31722-700-05', '31722-700-10', '31722-701-30', '31722-701-60', '31722-701-90', '31722-701-05', '31722-701-10', '31722-702-30', '31722-702-60', '31722-702-90', '31722-702-05', '31722-702-10'], 'is_original_packager': [True], 'upc': ['0331722702300', '0331722700900', '0331722701303'], 'unii': ['3ST302B24A']}",Drugs,82281,Camber Pharmaceuticals Inc,1031 Centennial Ave,,08854-4125,Voluntary: Firm initiated,Press Release,Nationwide,D-1042-2019,"Losartan Potassium Tablets USP, 50 mg, Rx only, a) 30 count (NDC 31722-701-30), b) 90 count (NDC 31722-701-90), c) 1000 count (NDC 31722-701-10) bottles, Manufactured for: Camber Pharmaceuticals, Inc. Piscataway, NJ 08854 By: Hetero Hetero Labs Limited, Unit V, Polepally, Jadcherla, Mahaboob Nagar -509 301, India",69712 bottles,CGMP Deviations; trace amounts of N-Nitroso N-Methyl 4-amino butyric acid (NMBA) detected in the active pharmaceutical ingredient,20190228.0,20190321.0,,20190327.0,"a) LOP17028C, Exp. Sep-19, LOP17064A, Exp. Nov-19;    b) LOP17027, Exp Sep-19, LOP17063, LOP17093, Exp. Nov-19; LOP17094, LOP17095, LOP17097A, LOP17105, LOP17107, Exp. Dec-19;    c) LOP17004, Exp Dec-19, LOP17028B, Exp Sep-19, LOP17048, LOP17049 Exp Oct-19, LOP17056, LOP17073, LOP17074, LOP17076 Exp Nov-19, LOP17096, Exp Dec-19, LOP18077A, LOP18078, LOP18079, LOP18080 Exp  Feb-20; LOP18081, LOP18084, LOP18095, LOP18096 Exp Mar-20",,⑦ 일반 CGMP 결함,0
Terminated,Davie,FL,United States,Class II,{},Drugs,74874,Pharmatech LLC,4131 Sw 47th Ave,Suite 1403,33314-4026,Voluntary: Firm initiated,Letter,Nationwide,D-1524-2016,"Diocto Syrup (docusate sodium), 60 mg/15 mL, One Pint (473 mL) bottle, Dist. by: Rugby Laboratories, 31778 Enterprise Drive, Livonia, MI  48150, NDC 0536-1001-85.","19,656 bottles",CGMP Deviations: Recall initiated as a precautionary measure due to a potential risk of product contamination with the bacteria B. cepacia.,20160808.0,20160927.0,20240923.0,20161005.0,"Lot #: 22941505, Exp 10/17; 229416601, Exp 01/18; 22941602, Exp 03/18",,② 미생물/오염,0
Terminated,Lake Forest,IL,United States,Class II,"{'application_number': ['ANDA070583'], 'brand_name': ['BUPIVACAINE HYDROCHLORIDE'], 'generic_name': ['BUPIVACAINE HYDROCHLORIDE'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-1159', '0409-1160', '0409-1162', '0409-1163', '0409-1165', '0409-9043', '0409-9046', '0409-9045', '0409-9042'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL'], 'substance_name': ['BUPIVACAINE HYDROCHLORIDE'], 'rxcui': ['1012377', '1012384', '1012396', '1012404', '1672917', '1672919', '1724786', '1724787', '1724880', '1724884', '1725078', '1725082', '1867594', '1867596'], 'spl_id': ['6e442bfd-d3da-4913-8585-ce3485644364'], 'spl_set_id': ['02a845c3-4521-4926-e397-25ab536e7cf6'], 'package_ndc': ['0409-1159-18', '0409-1159-01', '0409-1159-19', '0409-1159-02', '0409-1160-18', '0409-1160-01', '0409-1162-18', '0409-1162-01', '0409-1162-19', '0409-1162-02', '0409-1163-18', '0409-1163-01', '0409-1165-18', '0409-1165-01', '0409-1165-19', '0409-1165-02', '0409-9043-11', '0409-9043-01', '0409-9046-11', '0409-9046-01', '0409-9045-11', '0409-9045-01', '0409-9045-16', '0409-9045-17', '0409-9042-11', '0409-9042-01', '0409-9042-16', '0409-9042-17'], 'is_original_packager': [True], 'unii': ['7TQO7W3VT8', '30Q7KI53AK']}",Drugs,67601,Hospira Inc.,275 N Field Dr,,60045-2579,Voluntary: Firm initiated,Letter,Nationwide,D-1147-2014,"Bupivacaine HCl Inj. USP, 0.5% (5 mg/mL), 30 mL Single-dose Preservative Free Vial, Rx Only, Hospira, Inc., Lake Forest, IL 60045, NDC 0409-1162-02","115,500 Vials",Presence of Particulate Matter: Confirmed customer report of visible particulate embedded in the glass vial.,20140210.0,20140305.0,20170201.0,20140312.0,Lot 25-097-DK; Exp 01/01/2015,,⑧ 이물혼입/물리적결함,0
Terminated,Princeton,NJ,United States,Class II,{},Drugs,76515,Sandoz Inc,100 College Rd W,,08540-6604,Voluntary: Firm initiated,Letter,Nationwide,D-0515-2017,"Pioglitazone and Glimepiride Tablets, USP, 30 mg/4 mg, 30 count bottles, Rx only, Manufactured by Lek Pharmaceuticals d.d., Verovskova Ulica 57, Ljubljana, - SI-1526, Slovenia ---  NDC 0781-5635-31",,Failed Dissolution Specifications,20170210.0,20170309.0,20171024.0,20170315.0,Lot FY3669 with expiry 11/2017,,④ 품질규격 미달,0
Ongoing,Mahwah,NJ,United States,Class II,"{'application_number': ['ANDA201914'], 'brand_name': ['RIZATRIPTAN BENZOATE'], 'generic_name': ['RIZATRIPTAN BENZOATE'], 'manufacturer_name': ['Glenmark Pharmaceuticals Inc., USA'], 'product_ndc': ['68462-467', '68462-468'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['RIZATRIPTAN BENZOATE'], 'rxcui': ['312837', '312839'], 'spl_id': ['d0d83e24-265b-4802-96e0-e0d18bef299d'], 'spl_set_id': ['4de33a24-db69-444a-b04d-c69ccba57ab2'], 'package_ndc': ['68462-467-74', '68462-467-46', '68462-467-06', '68462-468-74', '68462-468-46', '68462-468-06'], 'is_original_packager': [True], 'upc': ['0368462467060', '0368462468067'], 'unii': ['WR978S7QHH']}",Drugs,94608,"Glenmark Pharmaceuticals Inc., USA",750 Corporate Dr,,07430-2009,Voluntary: Firm initiated,Letter,US Nationwide.,D-0535-2024,"Rizatriptan Benzoate Orally Disintegrating Tablets, USP 10mg, 18 (3 x 6) Unit-Dose Tablets, Manufactured for: Glenmark Pharmaceuticals Inc., USA Mahwah, NJ 07430, Product of India, NDC 68462-468-06",13296 cartons,CGMP Deviations: N-Nitroso Desmethyl Rizatriptan Impurity results that are above the FDA acceptable limit.,20240513.0,20240604.0,,20240612.0,Lot#: 19223402; Exp. 7/2024 Lot#: 19224858; Exp. 11/2024 Lot#: 19232492; Exp. 6/2025,,⑦ 일반 CGMP 결함,0
Terminated,Eatontown,NJ,United States,Class II,"{'application_number': ['ANDA076558'], 'brand_name': ['CIPROFLOXACIN'], 'generic_name': ['CIPROFLOXACIN'], 'manufacturer_name': ['Hikma Pharmaceuticals USA Inc.'], 'product_ndc': ['0143-9927', '0143-9928', '0143-9929'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['CIPROFLOXACIN HYDROCHLORIDE'], 'rxcui': ['197511', '197512', '309309'], 'spl_id': ['570d11c9-d12f-47fd-be83-37fa26d1262f'], 'spl_set_id': ['3b3d22dc-df09-4910-8c9b-1204eeedbd68'], 'package_ndc': ['0143-9927-01', '0143-9927-05', '0143-9927-30', '0143-9928-01', '0143-9928-05', '0143-9928-30', '0143-9929-01', '0143-9929-50'], 'is_original_packager': [True], 'unii': ['4BA73M5E37']}",Drugs,64100,West-ward Pharmaceutical Corp.,465 Industrial Way W,,07724-2209,Voluntary: Firm initiated,Letter,"GA, AR",D-220-2013,"Ciprofloxacin Tablets USP, 500 mg, 100-count bottle, Rx only, Manufactured for West-ward Pharmaceutical Corp., Eatowntown, NJ 07724 by Hikma Pharmaceuticals, Amman, Jordan, NDC 0143-9928-01","7,136 units",Presence of Foreign Substance(s): A complaint was received for a rubber-like material in a 500 mg Ciprofloxacin tablet.,20130206.0,20130327.0,20140804.0,20130403.0,"Lot #: CB222A, Exp 06/16",,⑧ 이물혼입/물리적결함,0
Terminated,Lake Forest,IL,United States,Class II,{},Drugs,81730,"Pharmedium Services, LLC",150 N Field Dr Ste 350,,60045-2506,Voluntary: Firm initiated,Telephone,Nationwide in the USA.,D-0334-2019,"Fentanyl Citrate 2 mcg per mL (200 mcg per 100 mL) and Ropivacaine HCl 0.2% in Sodium Chloride 0.9%, Injection, 100 mL total volume in a 150 mL Intravia Bag, Rx Only,PharMEDium Services, LLC. 913 N. Davis Ave. Cleveland, MS 38732. NDC 61553-148-48",295 100 mL in 150 mL Intravia bags,Sub-potent,20181205.0,20181215.0,20201002.0,20181226.0,Lot: 183230004C Exp. 02/17/2019,,기타,0
Terminated,Mooresville,NC,United States,Class II,{},Drugs,93869,Bestco LLC,288 Mazeppa Rd,,28115-7928,Voluntary: Firm initiated,E-Mail,Nationwide in the US,D-0328-2024,"CVS Health Cherry Cough Drops, Menthol cough suppressant/Oral Anesthetic, 160 drops per bag, item number 20001089, Bestco, 288 Mazeppa Road, Mooresville, NC 28115",78 cases/18 packs each,CGMP Deviations: Potential Glass and Silicone particulates in product,20240119.0,20240216.0,20260209.0,20240228.0,"100042059, Exp 12/31/2026",,⑧ 이물혼입/물리적결함,0
Terminated,Middletown,NY,United States,Class II,{},Drugs,80053,RIJ Pharmaceutical LLC,40 Commercial Ave,,10941-1444,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0850-2018,"Geritrex Senna Syrup (sennosides 8.8mg), packaged in 8 FL OZ. (236 mL) bottle, Distributed by Geritrex, LLC 144 Kingsbridge Rd East Mt Vernon, NY 10550, 1-800-736-3437, NDC 54162-007-08, UPC 354162007088",31411 bottles,CGMP Deviations: Products are being recalled due to an out of specification total aerobic microbial count in a water sample.,20180507.0,20180608.0,20230407.0,20180620.0,"Lot #: 47060011, 47070031, 47070041, Exp. 09/18; 47080031, Exp.10/18",,② 미생물/오염,0
Terminated,Bradley Beach,NJ,United States,Class I,{},Drugs,75929,"Jersey Shore Supplements, LLC",705 Brinley Ave,,07720-1054,Voluntary: Firm initiated,E-Mail,New Jersey and  Maryland.,D-0473-2017,"SLIMFIT X capsules, packaged in a 60-cont bottle",150 bottles,Marketed without an approved NDA/ANDA: Product contains undeclared sibutramine and desmethylsibutramine.,20161209.0,20170213.0,20201117.0,20170222.0,All lots and all expiration dates.,,⑤ 표시/라벨링 오류,1
Terminated,Huntsville,AL,United States,Class II,{},Drugs,69014,Qualitest Pharmaceuticals,120 Vintage Dr NE,,35811-8216,Voluntary: Firm initiated,Letter,Nationwide,D-0039-2015,"CHILDREN'S Q-PAP, Acetaminophen, ORAL SUSPENSION, GRAPE FLAVOR, Active ingredient (in each 5 mL = 1 tsp) Acetaminophen USP 160 mg, 4 FL OZ (118 mL), Made in the USA for Qualitest Pharmaceuticals, Huntsville, AL 35811, NDC 0603-0843-54, OTC",170113 units,Superpotent Drug: Qualitest Pharmaceuticals is initiating a recall of three flavors of Acetaminophen Oral Suspension Liquid 160mg/5mL for failure of the product assay at the 12 month timepoint.,20140806.0,20141021.0,20160202.0,20141029.0,"Codes:  L084G12A, L097K12A, L001B13A, L001B13B, L079D13A, L102G13A, L007J13A",,④ 품질규격 미달,0
Terminated,Latham,NY,United States,Class II,{},Drugs,70807,"Fallon Wellness Pharmacy, L.L.C.",1057 Troy Schenectady Rd,,12110-1002,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",New York,D-1072-2015,"Papaverine/phentolamine/prostaglandin 16/0.5/0.005 mg/mL Injection, Fallon Wellness Pharmacy, L.L.C., Latham, NY 12110",4 vials,Lack of assurance of sterility,20150317.0,20150512.0,20180605.0,20150520.0,Lot#: 12172014@42; Exp 4/12/15,,① 무균보증실패,0
Terminated,Columbus,OH,United States,Class III,{},Drugs,75470,Amerisource Health Services,2550 John Glenn Ave Ste A,,43217-1188,Voluntary: Firm initiated,Letter,US,D-0144-2017,"AHP NIFEdipine Capsules, 10mg USP, 100 count carton (NDC: 68084-022-01); Individual Blister (NDC: 68084-022-11), Rx Only, Manufactured by: Actavis Elizabeth, LLC, Packaged and Distributed by: American Health Packaging, Columbus, Ohio 43217","5283 cartons (100 capsules per carton = 528,300 capsules)",Presence of Foreign Tablets/Capsules,20161013.0,20161118.0,20170928.0,20161130.0,"Lot #155404 ; Exp 01/18  Lot #161139,163060,164054, 164809; Exp 03/18",,⑧ 이물혼입/물리적결함,0
Terminated,Hauppauge,NY,United States,Class II,{},Drugs,78822,Marksans Pharma Inc.,"Suite # 401, 4th Floor","Room No. 430, 150 Motor Parkway",11788,Voluntary: Firm initiated,Letter,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,D-0239-2018,"Ibuprofen Tablets, USP 600 mg, 6 x 2500 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-122-28.","23,088,900 tablets",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,20180109.0,20180124.0,20200526.0,20180131.0,"Lot #: HN6004, HN6005, HN6006, HN6007, HN6008, HN6009, HN6010, HN6011, HN6012, HN6013, HN6014, Exp 03/18; HN6015, HN6016, HN6017, HN6018, HN6019, HN6020, HN6021, HN6022, HN6023, Exp 04/18; HN6024, Exp 07/18; HN6025, HN6026, HN6027, Exp 09/18",,⑦ 일반 CGMP 결함,0
Terminated,San Jose,CA,United States,Class II,{},Drugs,66103,Leiter's Pharmacy,1700 Park Ave,,95126-2033,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-1038-2013,"Dextrose 50% Preservative Free SDV Injection Solution,  50 mL Single dose vial, IV Administration, Compounded by Leiter's Compounding Pharmacy, 1700 Park Ave., # 30, San Jose, CA 95126",56 vials,Lack of Assurance of Sterility: Leiter Pharmacy is recalling due bacterial contamination found after investigation at contract testing laboratory discovered that OOS results were reported to customers as passing.  Hence the sterility of these products cannot be assured.,20130826.0,20130913.0,20140814.0,20130925.0,"Lot 06072013@49, Exp 9/5/13",,① 무균보증실패,0
Ongoing,Columbus,OH,United States,Class II,"{'application_number': ['ANDA091393'], 'brand_name': ['OXYCODONE HYDROCHLORIDE'], 'generic_name': ['OXYCODONE HYDROCHLORIDE'], 'manufacturer_name': ['American Health Packaging'], 'product_ndc': ['68084-354', '68084-968', '68084-975', '68084-983'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['OXYCODONE HYDROCHLORIDE'], 'rxcui': ['1049611', '1049618', '1049621', '1049683'], 'spl_id': ['4160b55c-48e1-5cb4-e063-6294a90a1d7d'], 'spl_set_id': ['aa7ac2bf-d9ed-445d-b394-4d3fe39780ca'], 'package_ndc': ['68084-354-11', '68084-354-01', '68084-968-11', '68084-968-01', '68084-975-11', '68084-975-01', '68084-983-11', '68084-983-01'], 'original_packager_product_ndc': ['10702-018', '10702-056', '10702-008', '10702-009'], 'unii': ['C1ENJ2TE6C']}",Drugs,98308,Amerisource Health Services LLC,2550 John Glenn Ave Ste A,,43217-1188,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0338-2026,"Oxycodone Hydrochloride Tablets, USP (CII), 5 mg,  100-Count (10 x 10) blister cards per carton,  Rx Only, The drug product contained in this package is from NDC # 10702-018, KVK-Tech Inc.  Distributed by: American Health Packaging, Columbus, Ohio 43217, Carton NDC 68084-354-01; Blister NDC 68084-354-11","31,676 packages","Defective container: card seal defects (weak/non-existent seals), leading to the tablets falling out of their cavities.",20260114.0,20260213.0,,20260218.0,"Lots #: 1027932, Exp Date 06/30/2027, 1028360, Exp Date 08/31/2027",,기타,0
Terminated,Zebulon,NC,United States,Class II,{},Drugs,71920,"GlaxoSmithKline, LLC.",1011 North Arendell Ave,,27597-1217,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-1360-2015,"Bactroban Ointment (mupirocin calcium), 2% 22g tube ,Rx only, Manufactured by Glaxo Operations UK Ltd, Harmire Road, Barnard Castle, UK for GlaxoSmithKline PO Box 1217 Zebulon, NC  27597-1217.  NDC 0029-1525-44","19,520 tubes",Penicillin Cross Contamination and Presence of Foreign Substance.  Product was contaminated with penicillin and foreign substances during manufacturing process.,20150813.0,20150825.0,20170321.0,20150902.0,"Lot #: C698039, Exp 03/2016",,③ 교차오염,0
Terminated,Mahwah,NJ,United States,Class II,"{'application_number': ['ANDA210264'], 'brand_name': ['ESTRADIOL VAGINAL INSERTS'], 'generic_name': ['ESTRADIOL'], 'manufacturer_name': ['Glenmark Pharmaceuticals Inc., USA'], 'product_ndc': ['68462-711'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['VAGINAL'], 'substance_name': ['ESTRADIOL'], 'rxcui': ['884707'], 'spl_id': ['732fcf7c-ebfa-4c6d-a06e-5e2ed8d90ef7'], 'spl_set_id': ['86620f6c-fd02-40df-98d5-3048dcd92c37'], 'package_ndc': ['68462-711-71', '68462-711-88'], 'is_original_packager': [True], 'upc': ['0368462711880', '0368462711712'], 'nui': ['M0447348', 'N0000175825', 'N0000000100'], 'pharm_class_cs': ['Estradiol Congeners [CS]'], 'pharm_class_epc': ['Estrogen [EPC]'], 'pharm_class_moa': ['Estrogen Receptor Agonists [MoA]'], 'unii': ['4TI98Z838E']}",Drugs,81876,"Glenmark Pharmaceuticals Inc., USA",750 Corporate Dr,,07430-2009,Voluntary: Firm initiated,Letter,Product was distributed to 5 retailers and 4 distributors throughout the United States who may have further distributed the recalled product.,D-0350-2019,"Estradiol Vaginal Inserts, USP, 10 mcg, Rx only, packaged in a) 8 count (NDC 68462-711-71) and b) 18 count (NDC 68462-711-88) cartons, Manufactured by: Glenmark Pharmaceuticals, Ltd., Colvale, Goa India, Manufactured for: Glenmark Pharmaceuticals, Inc., USA Mahwah, NJ","96,240 applicators",Defective Delivery System: Customer complaints of malfunctioning plunger of the applicator,20181226.0,20190108.0,20201006.0,20190116.0,"Batch numbers:    a)  20180393, exp. date 01/31/2020,   20180424, exp. date 02/29/2020,   20180425, exp. date 02/29/2020,   20180427, exp. date 02/29/2020;     b)  20180338, exp. date 12/31/2019,   20180386, exp. date 01/31/2020",,기타,0
